T,U,Delta,kind,w1_nf,ne_target,mu,ne_actual,dne,A_arith_0,A_typ_0,R0_typ_over_arith,iterations,converged,diff,runtime_dmft_sec,solution_dir,status,error
0.02,0.2,2,typ,0.5,0.5,0.1353532088827979,0.4952310379692874,-0.004768962030712642,0.4290388738471139,0.2843384204631956,0.6627334672813782,1,True,0.0009764292802267984,0.009120702743530273,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_20_20__typ/dmft_solutions/T_0p02/U_0p2__Delta_2__w1_0p5__typ,ok,
0.02,0.2,2,typ,0.45,0.55,0.1363612686142858,0.5470566493458953,-0.002943350654104782,0.4290512114563116,0.2840294082387716,0.6619941877677067,1,True,0.001305312179911126,0.009317874908447266,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_20_20__typ/dmft_solutions/T_0p02/U_0p2__Delta_2__w1_0p45__typ,ok,
0.02,0.2,2,typ,0.4,0.6,0.1361315131161538,0.602105242513132,0.002105242513132044,0.4291797454115882,0.2833797297251348,0.6602821609239049,1,True,0.001490423754874827,0.0088348388671875,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_20_20__typ/dmft_solutions/T_0p02/U_0p2__Delta_2__w1_0p4__typ,ok,
0.02,0,2,typ,0.5,0.5,-4.359835661116208e-17,0.4993869086812456,-0.0006130913187543663,0.4338483441486548,0.2669764761092877,0.615368203451781,88,True,0.001980987997372038,0.4062402248382568,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_20_20__typ/dmft_solutions/T_0p02/U_0__Delta_2__w1_0p5__typ,ok,
0.02,0,2,typ,0.45,0.55,-0.05796485475754159,0.5518096213323483,0.001809621332348299,0.4339583965953264,0.2660802961452856,0.6131470164717426,1,True,0.001889315979725481,0.01217317581176758,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_20_20__typ/dmft_solutions/T_0p02/U_0__Delta_2__w1_0p45__typ,ok,
0.02,0,2,typ,0.4,0.6,-0.05735035789574294,0.6011366680069611,0.001136668006961106,0.4339602631781508,0.2660943792432503,0.6131768316630695,1,True,0.001885567468189859,0.01247668266296387,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_20_20__typ/dmft_solutions/T_0p02/U_0__Delta_2__w1_0p4__typ,ok,
0.02,0.1,2,typ,0.5,0.5,0.1234360546694511,0.4980872918507174,-0.001912708149282571,0.4326298400702946,0.2707474493978191,0.6258177876815604,60,True,0.001953385328199174,0.262575626373291,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_20_20__typ/dmft_solutions/T_0p02/U_0p1__Delta_2__w1_0p5__typ,ok,
0.02,0.1,2,typ,0.45,0.55,0.2383649978809204,0.5456119818294034,-0.004388018170596641,0.4333470290678744,0.2631580345263358,0.6072685789317315,28,True,0.001994375108869502,0.1251044273376465,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_20_20__typ/dmft_solutions/T_0p02/U_0p1__Delta_2__w1_0p45__typ,ok,
0.02,0.1,2,typ,0.4,0.6,0.3626740693013857,0.5966653976662349,-0.003334602333765035,0.4350456892877292,0.2469122324912467,0.5675547156794021,81,True,0.001994738246983848,0.4392120838165283,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_20_20__typ/dmft_solutions/T_0p02/U_0p1__Delta_2__w1_0p4__typ,ok,
0.02,0.3,2,typ,0.5,0.5,0.1750349492632332,0.4997037143173702,-0.0002962856826297933,0.4243219090295638,0.3004335518236116,0.7080321459495494,1,True,0.001494579392249987,0.009351253509521484,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_20_20__typ/dmft_solutions/T_0p02/U_0p3__Delta_2__w1_0p5__typ,ok,
0.02,0.3,2,typ,0.45,0.55,0.1748198642258456,0.5495527819468249,-0.0004472180531751579,0.4243981483372962,0.3000032483877621,0.7068910398481062,1,True,0.001611261429353858,0.008869409561157227,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_20_20__typ/dmft_solutions/T_0p02/U_0p3__Delta_2__w1_0p45__typ,ok,
