T,U,Delta,kind,w1_nf,ne_target,mu,ne_actual,dne,A_arith_0,A_typ_0,R0_typ_over_arith,iterations,converged,diff,runtime_dmft_sec,solution_dir,status,error
0.02,0.3,0.8300000000000001,typ,0.5,0.5,0.1871996843729229,0.5017212733866063,0.001721273386606326,0.5595090766160489,0.5535157665458329,0.989288270162722,26,True,0.001999533735714308,0.0715484619140625,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_8_8__typ/dmft_solutions/T_0p02/U_0p3__Delta_0p83__w1_0p5__typ,ok,
0.02,0.3,0.8300000000000001,typ,0.45,0.55,0.258620917990394,0.5510074819309596,0.001007481930959564,0.5576303852407324,0.5497734641010346,0.9859101631696309,34,True,0.001976386015870264,0.1125509738922119,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_8_8__typ/dmft_solutions/T_0p02/U_0p3__Delta_0p83__w1_0p45__typ,ok,
0.02,0.3,0.8300000000000001,typ,0.4,0.6,0.3303647442383951,0.5972670899807796,-0.00273291001922038,0.5536633473180835,0.5417473828592712,0.9784779604491923,60,True,0.001945514009158188,0.2245502471923828,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_8_8__typ/dmft_solutions/T_0p02/U_0p3__Delta_0p83__w1_0p4__typ,ok,
0.02,0,0.8300000000000001,typ,0.5,0.5,0.05151466627867041,0.4994762034978525,-0.0005237965021475111,0.5753306246231903,0.5644781952189757,0.9811370559122898,58,True,0.00196336050475019,0.09827661514282227,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_8_8__typ/dmft_solutions/T_0p02/U_0__Delta_0p83__w1_0p5__typ,ok,
0.02,0,0.8300000000000001,typ,0.45,0.55,0.1414574672229749,0.5518432703334625,0.001843270333462432,0.5732603655173072,0.5595262528219376,0.9760421031672475,18,True,0.001898877247958015,0.05874371528625488,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_8_8__typ/dmft_solutions/T_0p02/U_0__Delta_0p83__w1_0p45__typ,ok,
0.02,0,0.8300000000000001,typ,0.4,0.6,0.2149433069157262,0.5982297995503125,-0.001770200449687453,0.5699716488235901,0.5517403667061714,0.9680137035674535,49,True,0.001890827687170138,0.1800773143768311,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_8_8__typ/dmft_solutions/T_0p02/U_0__Delta_0p83__w1_0p4__typ,ok,
0.02,0.2,0.8300000000000001,typ,0.5,0.5,0.1377659964831084,0.5018440320173299,0.001844032017329855,0.56833571912518,0.5599777210331034,0.9852939067336085,98,True,0.001925391994692307,0.2161052227020264,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_8_8__typ/dmft_solutions/T_0p02/U_0p2__Delta_0p83__w1_0p5__typ,ok,
0.02,0.2,0.8300000000000001,typ,0.45,0.55,0.2240188715484599,0.5536587162676142,0.003658716267614159,0.5662029264453166,0.5553159134553283,0.980771888520008,112,True,0.0019680100446544,0.302908182144165,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_8_8__typ/dmft_solutions/T_0p02/U_0p2__Delta_0p83__w1_0p45__typ,ok,
0.02,0.2,0.8300000000000001,typ,0.4,0.6,0.3085753698274981,0.598224935394869,-0.001775064605130994,0.5616060407591176,0.5453037676654082,0.9709720481786953,21,True,0.001888810179870677,0.07361721992492676,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_8_8__typ/dmft_solutions/T_0p02/U_0p2__Delta_0p83__w1_0p4__typ,ok,
0.02,0.1,0.8300000000000001,typ,0.5,0.5,0.09665588942297429,0.5036233575671097,0.003623357567109742,0.5735977842419002,0.5634470055130792,0.982303316003501,26,True,0.0019773576926492,0.05764198303222656,/home/2/kj405942/Byczuk_Freericks/filling_variantB_freericks/pbs_variantB_T002_typ_21x21_mu20/chunks/T_0p02__Didx_8_8__typ/dmft_solutions/T_0p02/U_0p1__Delta_0p83__w1_0p5__typ,ok,
